yr,rgCode,rgDesc,rtCode,rtTitle,ptCode,ptTitle,cmdCode,cmdDescE,TradeValue
2012,1,Import,381,Italy,699,India,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",3219980
2010,2,Export,364,Iran,76,Brazil,29,Organic chemicals,87216
2000,2,Export,392,Japan,784,United Arab Emirates,70,Glass and glassware,9797916
2014,2,Export,214,Dominican Rep.,899,"Areas, nes",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",189
1998,1,Import,203,Czechia,360,Indonesia,58,"Special woven or tufted fabric, lace, tapestry etc",7636
2004,2,Export,410,Rep. of Korea,414,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,109550
2012,1,Import,24,Angola,484,Mexico,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",3490904
2014,1,Import,792,Turkey,56,Belgium,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",27639213
1994,1,Import,203,Czechia,300,Greece,56,"Wadding, felt, nonwovens, yarns, twine, cordage, etc",67410
2008,1,Import,562,Niger,699,India,19,"Preparations of cereals, flour, starch or milk; bakers' wares",447188
2015,1,Import,398,Kazakhstan,724,Spain,13,"Lac; gums, resins and other vegetable saps and extracts",1419
1997,2,Export,276,Germany,300,Greece,16,"Meat, fish and seafood food preparations nes",5914870
2017,2,Export,528,Netherlands,51,Armenia,31,Fertilizers,135934
2009,2,Export,276,Germany,260,Fr. South Antarctic Terr.,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",6756
2003,2,Export,604,Peru,348,Hungary,38,Miscellaneous chemical products,26348
2016,2,Export,410,Rep. of Korea,682,Saudi Arabia,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6970469
2015,1,Import,116,Cambodia,764,Thailand,38,Chemical products n.e.c.,5736749
2008,1,Import,96,Brunei Darussalam,764,Thailand,67,Prepared feathers and down and articles made of feathers or of down,14179
2012,1,Import,498,Rep. of Moldova,757,Switzerland,22,"Beverages, spirits and vinegar",834456
2017,1,Import,450,Madagascar,699,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7650704
1996,2,Export,470,Malta,251,France,99,Commodities not elsewhere specified,554
2017,2,Export,450,Madagascar,276,Germany,24,Tobacco and manufactured tobacco substitutes,107
2002,2,Export,233,Estonia,470,Malta,24,Tobacco and manufactured tobacco substitutes,57523
2008,2,Export,214,Dominican Rep.,344,"China, Hong Kong SAR",47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,342975
2008,1,Import,887,Yemen,528,Netherlands,37,Photographic or cinematographic goods,8048
2000,2,Export,484,Mexico,788,Tunisia,07,Edible vegetables and certain roots and tubers,167585
1996,2,Export,344,"China, Hong Kong SAR",48,Bahrain,55,Manmade staple fibres,476962
2005,2,Export,608,Philippines,862,Venezuela,42,"Articles of leather, animal gut, harness, travel goods",7458
2013,2,Export,156,China,704,Viet Nam,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,47383443
2011,1,Import,504,Morocco,372,Ireland,17,Sugars and sugar confectionery,37255
2000,2,Export,218,Ecuador,780,Trinidad and Tobago,35,"Albuminoids, modified starches, glues, enzymes",32955
2011,2,Export,156,China,108,Burundi,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings",3201604
2015,1,Import,554,New Zealand,0,World,57,Carpets and other textile floor coverings,98490395
1990,1,Import,620,Portugal,0,World,55,manmade staple fibres,412338528
2006,2,Export,76,Brazil,528,Netherlands,30,Pharmaceutical products,5083451
2006,2,Export,788,Tunisia,434,Libya,15,Animal or vegetable fats and oils,120352914
2019,2,Export,688,Serbia,132,Cabo Verde,02,Meat and edible meat offal,22460
2006,2,Export,56,Belgium,624,Guinea-Bissau,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",20682
2019,2,Export,56,Belgium,752,Sweden,45,Cork and articles of cork,15974
2001,2,Export,504,Morocco,842,USA,13,"Lac, gums, resins, vegetable saps and extracts nes",6030935
2012,2,Export,504,Morocco,842,USA,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",875437
2008,1,Import,50,Bangladesh,120,Cameroon,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",17481
2008,1,Import,203,Czechia,398,Kazakhstan,39,Plastics and articles thereof,5000
2013,1,Import,646,Rwanda,218,Ecuador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",682
1992,2,Export,36,Australia,598,Papua New Guinea,81,"Other base metals, cermets, articles thereof",14542
2010,1,Import,807,North Macedonia,410,Rep. of Korea,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1612
2016,1,Import,662,Saint Lucia,52,Barbados,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",133
2005,1,Import,724,Spain,528,Netherlands,17,Sugars and sugar confectionery,21667928
2010,1,Import,112,Belarus,788,Tunisia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",100
2014,1,Import,442,Luxembourg,818,Egypt,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",680
1996,1,Import,258,French Polynesia,156,China,57,Carpets and other textile floor coverings,33309
2010,2,Export,620,Portugal,757,Switzerland,30,Pharmaceutical products,34590385
2012,1,Import,392,Japan,152,Chile,72,Iron and steel,33883907
1995,2,Export,58,Belgium-Luxembourg,76,Brazil,92,"Musical instruments, parts and accessories",8427
1994,1,Import,381,Italy,826,United Kingdom,70,Glass and glassware,46065472
2017,1,Import,360,Indonesia,446,"China, Macao SAR",33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",211
2007,1,Import,504,Morocco,400,Jordan,31,Fertilizers,234384
1995,2,Export,705,Slovenia,352,Iceland,55,manmade staple fibres,18423
2000,1,Import,704,Viet Nam,251,France,82,"Tools, implements, cutlery, etc of base metal",264000
2009,2,Export,591,Panama,344,"China, Hong Kong SAR",94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings",19454
2004,1,Import,97,EU-28,51,Armenia,22,"Beverages, spirits and vinegar",1384007
2003,2,Export,156,China,604,Peru,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",54977
2010,2,Export,170,Colombia,124,Canada,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",68734
1997,1,Import,508,Mozambique,0,World,80,Tin and articles thereof,108261
1996,1,Import,140,Central African Rep.,711,So. African Customs Union,85,"Electrical, electronic equipment",3758
2007,2,Export,826,United Kingdom,466,Mali,30,Pharmaceutical products,55114
2018,1,Import,842,USA,324,Guinea,08,"Fruit and nuts, edible; peel of citrus fruit or melons",53824
2015,2,Export,28,Antigua and Barbuda,500,Montserrat,08,Edible fruit and nuts; peel of citrus fruit or melons,2634
1995,3,Re-Export,842,USA,300,Greece,87,"Vehicles other than railway, tramway",1633458
2002,1,Import,634,Qatar,392,Japan,72,Iron and steel,11036432
2012,1,Import,203,Czechia,300,Greece,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",27
2016,1,Import,8,Albania,100,Bulgaria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",461704
2014,2,Export,275,State of Palestine,0,World,74,Copper and articles thereof,11535099
2008,2,Export,804,Ukraine,360,Indonesia,38,Miscellaneous chemical products,11250
2019,2,Export,826,United Kingdom,10,Antarctica,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",8356
2002,1,Import,690,Seychelles,826,United Kingdom,23,Residues and waste from the food industries,93
2011,1,Import,705,Slovenia,528,Netherlands,80,Tin and articles thereof,154752
2009,1,Import,440,Lithuania,100,Bulgaria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,15339
1992,2,Export,36,Australia,760,Syria,05,"Products of animal origin, nes",4447
2013,1,Import,364,Iran,838,Free Zones,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",57915297
1996,2,Export,504,Morocco,381,Italy,59,"Impregnated, coated or laminated textile fabric",2838
1991,1,Import,360,Indonesia,780,Trinidad and Tobago,90,"Optical, photo, technical, medical, etc apparatus",1933
2013,1,Import,894,Zambia,752,Sweden,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",153354
2010,1,Import,72,Botswana,381,Italy,76,Aluminum and articles thereof,39423
2008,1,Import,268,Georgia,392,Japan,65,Headgear and parts thereof,6967
2003,2,Export,604,Peru,222,El Salvador,45,Cork and articles of cork,4417
1994,2,Export,792,Turkey,616,Poland,57,Carpets and other textile floor coverings,45370
2015,2,Export,381,Italy,446,"China, Macao SAR",65,Headgear and parts thereof,148694
2006,1,Import,704,Viet Nam,804,Ukraine,87,Vehicles other than railway or tramway rolling stock,507515
2019,2,Export,72,Botswana,729,Sudan,99,Commodities not specified according to kind,465
2000,1,Import,748,Eswatini,0,World,10,Cereals,20325068
2004,1,Import,344,"China, Hong Kong SAR",490,"Other Asia, nes",47,Pulp of wood or of other fibrous cellulose material,427295
2006,1,Import,705,Slovenia,276,Germany,26,"Ores, slag and ash",194876
2009,2,Export,752,Sweden,422,Lebanon,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",41667
2019,1,Import,124,Canada,702,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1269464
2002,1,Import,156,China,144,Sri Lanka,25,Salt; sulfur; earths and stone; plastering materials,150
2003,2,Export,251,France,8,Albania,40,Rubber and articles thereof,28297
2000,2,Export,490,"Other Asia, nes",554,New Zealand,57,Carpets and other textile floor coverings,5939
1997,1,Import,670,Saint Vincent and the Grenadines,392,Japan,73,Articles of iron or steel,89320
2017,1,Import,600,Paraguay,196,Cyprus,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",806
2018,2,Export,826,United Kingdom,360,Indonesia,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",412498
2017,1,Import,288,Ghana,818,Egypt,92,Musical instruments; parts and accessories of such articles,69
2002,1,Import,858,Uruguay,792,Turkey,55,Man-made staple fibers,468246
2018,1,Import,392,Japan,414,Kuwait,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",17264
2009,1,Import,300,Greece,643,Russian Federation,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin",1616
2000,2,Export,364,Iran,586,Pakistan,62,"Articles of apparel, accessories, not knit or crochet",151032
2008,2,Export,246,Finland,498,Rep. of Moldova,21,Miscellaneous edible preparations,15672
2002,2,Export,372,Ireland,56,Belgium,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",81194
2005,2,Export,496,Mongolia,643,Russian Federation,01,Live animals,300
2014,1,Import,233,Estonia,208,Denmark,80,Tin; articles thereof,48024
2016,2,Export,124,Canada,643,Russian Federation,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",340592
2000,1,Import,724,Spain,32,Argentina,83,Miscellaneous articles of base metal,200160
1998,2,Export,52,Barbados,659,Saint Kitts and Nevis,09,"Coffee, tea, mate and spices",23844
2011,2,Export,410,Rep. of Korea,642,Romania,70,Glass and glassware,28029
2008,2,Export,152,Chile,858,Uruguay,13,"Lac; gums, resins and other vegetable saps and extracts",395389
2009,1,Import,348,Hungary,76,Brazil,83,Miscellaneous articles of base metal,78000
1988,1,Import,300,Greece,842,USA,60,Knitted or crocheted fabric,154327
2013,2,Export,440,Lithuania,620,Portugal,93,Arms and ammunition; parts and accessories thereof,1390419
2018,1,Import,188,Costa Rica,616,Poland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",275547
1988,2,Export,620,Portugal,890,Fmr Yugoslavia,52,Cotton,206491
2006,2,Export,591,Panama,320,Guatemala,42,Articles of leather; saddlery and harness,9846454
1994,2,Export,76,Brazil,484,Mexico,59,"Impregnated, coated or laminated textile fabric",418235
2014,2,Export,372,Ireland,826,United Kingdom,76,Aluminium and articles thereof,69474822
1994,2,Export,724,Spain,752,Sweden,63,"Other made textile articles, sets, worn clothing etc",1078439
2003,1,Import,579,Norway,0,World,31,Fertilizers,104073290
2014,1,Import,690,Seychelles,440,Lithuania,62,"Articles of apparel and clothing accessories, not knitted or crocheted",133
2002,1,Import,842,USA,440,Lithuania,84,Machinery and mechanical appliances; parts thereof,926983
2005,1,Import,208,Denmark,428,Latvia,12,Oil seeds and oleaginous fruits,6479779
1999,1,Import,381,Italy,392,Japan,42,"Articles of leather, animal gut, harness, travel goods",2625087
2007,1,Import,586,Pakistan,348,Hungary,29,Organic chemicals,1812383
2003,2,Export,144,Sri Lanka,251,France,60,Knitted or crocheted fabrics,12807
2002,1,Import,360,Indonesia,748,Eswatini,91,Clocks and watches and parts thereof,79
2006,1,Import,490,"Other Asia, nes",643,Russian Federation,53,Other vegetable textile fibers; paper yarn and woven fabric of paper yarn,13541
2011,1,Import,384,Côte d'Ivoire,56,Belgium,31,Fertilisers,2411827
1996,1,Import,528,Netherlands,392,Japan,61,"Articles of apparel, accessories, knit or crochet",678466
2011,1,Import,52,Barbados,381,Italy,39,Plastics and articles thereof,117676
1996,1,Import,203,Czechia,191,Croatia,87,"Vehicles other than railway, tramway",487750
1995,1,Import,222,El Salvador,842,USA,17,Sugars and sugar confectionery,897981
2010,2,Export,404,Kenya,426,Lesotho,39,Plastics and articles thereof,380
2010,2,Export,203,Czechia,328,Guyana,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27000
2012,2,Export,112,Belarus,381,Italy,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1600
1996,1,Import,398,Kazakhstan,440,Lithuania,17,Sugars and sugar confectionery,217299
2003,1,Import,807,North Macedonia,724,Spain,81,Other base metals; cermets; articles thereof,1134
2019,2,Export,699,India,818,Egypt,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",3130700
1998,2,Export,348,Hungary,757,Switzerland,28,"Inorganic chemicals, precious metal compound, isotopes",378000
2007,1,Import,705,Slovenia,344,"China, Hong Kong SAR",68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",2746
2001,2,Export,579,Norway,620,Portugal,27,"Mineral fuels, oils, distillation products, etc",141046836
2013,2,Export,12,Algeria,804,Ukraine,88,"Aircraft, spacecraft and parts thereof",55500
2009,2,Export,524,Nepal,699,India,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks",2538025
2016,1,Import,784,United Arab Emirates,484,Mexico,44,Wood and articles of wood; wood charcoal,69101
2000,1,Import,410,Rep. of Korea,579,Norway,94,"Furniture, lighting, signs, prefabricated buildings",2221307
2010,1,Import,24,Angola,686,Senegal,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin",20
2013,1,Import,788,Tunisia,100,Bulgaria,22,"Beverages, spirits and vinegar",2870
2013,1,Import,388,Jamaica,490,"Other Asia, nes",87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",854172
2013,1,Import,112,Belarus,710,South Africa,70,Glass and glassware,3000
2012,1,Import,124,Canada,392,Japan,02,Meat and edible meat offal,172239
2008,1,Import,222,El Salvador,702,Singapore,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",50652
1995,1,Import,344,"China, Hong Kong SAR",624,Guinea-Bissau,52,Cotton,46407
2003,1,Import,50,Bangladesh,702,Singapore,94,"Furniture; bedding, mattresses, cushions and similar stuffed furnishing",397015
2011,1,Import,480,Mauritius,710,South Africa,30,Pharmaceutical products,7368024
2015,1,Import,96,Brunei Darussalam,458,Malaysia,37,Photographic or cinematographic goods,112108
2014,2,Export,218,Ecuador,784,United Arab Emirates,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",43
2007,2,Export,752,Sweden,616,Poland,72,Iron and steel,340568206
2018,2,Export,699,India,188,Costa Rica,44,Wood and articles of wood; wood charcoal,22380
2008,2,Export,642,Romania,504,Morocco,55,Man-made staple fibres,377705
2006,1,Import,203,Czechia,608,Philippines,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",2738
1995,2,Export,410,Rep. of Korea,422,Lebanon,91,Clocks and watches and parts thereof,249652
2008,2,Export,384,Côte d'Ivoire,204,Benin,08,Edible fruit and nuts; peel of citrus fruit or melons,95796
2009,1,Import,699,India,899,"Areas, nes",14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,10029
2004,1,Import,760,Syria,757,Switzerland,38,Miscellaneous chemical products,35416804
2015,2,Export,428,Latvia,8,Albania,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",532
2001,1,Import,384,Côte d'Ivoire,458,Malaysia,82,"Tools, implements, cutlery, etc of base metal",2821
2007,1,Import,659,Saint Kitts and Nevis,484,Mexico,34,"Soaps, lubricants, waxes, candles, modelling pastes",211615
2005,2,Export,76,Brazil,440,Lithuania,73,Articles of iron or steel,173359
2013,2,Export,826,United Kingdom,818,Egypt,29,Organic chemicals,33559858
1988,2,Export,280,Fmr Fed. Rep. of Germany,270,Gambia,28,"Inorganic chemicals, precious metal compound, isotope",66000
2000,1,Import,8,Albania,842,USA,29,Organic chemicals,13602
1999,2,Export,442,Luxembourg,0,World,87,"Vehicles other than railway, tramway",266156550
2015,1,Import,196,Cyprus,458,Malaysia,64,Footwear; gaiters and the like; parts of such articles,76867
2001,2,Export,208,Denmark,862,Venezuela,01,Live animals,48801
1991,2,Export,620,Portugal,234,Faeroe Isds,73,Articles of iron or steel,12201
2016,1,Import,818,Egypt,504,Morocco,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",508
2011,2,Export,442,Luxembourg,499,Montenegro,61,"Articles of apparel and clothing accessories, knitted or crocheted",2980
1989,2,Export,554,New Zealand,376,Israel,71,"Pearls, precious stones, metals, coins, etc",9390
1991,3,Re-Export,842,USA,620,Portugal,70,Glass and glassware,54699
2011,1,Import,558,Nicaragua,124,Canada,22,"Beverages, spirits and vinegar",8859
2011,1,Import,504,Morocco,233,Estonia,94,"Furniture; bedding, mattresses, cushions and similar stuffed furnishing",60211
1997,1,Import,643,Russian Federation,699,India,41,Raw hides and skins (other than furskins) and leather,2494748
2015,2,Export,410,Rep. of Korea,558,Nicaragua,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",42006
2014,2,Export,348,Hungary,196,Cyprus,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1989
2009,2,Export,32,Argentina,152,Chile,22,"Beverages, spirits and vinegar",28300447
2009,2,Export,484,Mexico,188,Costa Rica,57,Carpets and other textile floor coverings,29534
2004,1,Import,188,Costa Rica,752,Sweden,22,"Beverages, spirits and vinegar",185623
2010,2,Export,858,Uruguay,152,Chile,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",47529
2011,1,Import,144,Sri Lanka,392,Japan,06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",27056
1995,2,Export,842,USA,736,Fmr Sudan,07,Edible vegetables and certain roots and tubers,1245842
2013,1,Import,634,Qatar,36,Australia,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",208648
2015,1,Import,462,Maldives,48,Bahrain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",567
1999,1,Import,862,Venezuela,757,Switzerland,48,"Paper & paperboard, articles of pulp, paper and board",211180
2018,1,Import,462,Maldives,392,Japan,91,Clocks and watches and parts thereof,3089
2006,1,Import,320,Guatemala,842,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal",13871432
2003,1,Import,410,Rep. of Korea,608,Philippines,60,Knitted or crocheted fabrics,181783
2003,2,Export,381,Italy,710,South Africa,97,"Works of art, collectors' pieces and antiques",327009
2013,2,Export,826,United Kingdom,788,Tunisia,74,Copper and articles thereof,1456477
2008,1,Import,246,Finland,634,Qatar,57,Carpets and other textile floor coverings,19
2000,1,Import,504,Morocco,899,"Areas, nes",64,"Footwear, gaiters and the like, parts thereof",5898
2009,1,Import,558,Nicaragua,36,Australia,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",5785
2009,2,Export,36,Australia,620,Portugal,29,Organic chemicals,156089
2006,1,Import,124,Canada,586,Pakistan,07,Edible vegetables and certain roots and tubers,666140
2011,2,Export,450,Madagascar,528,Netherlands,08,Edible fruit and nuts; peel of citrus fruit or melons,4645063
2011,1,Import,196,Cyprus,784,United Arab Emirates,92,Musical instruments; parts and accessories of such articles,17066
1994,1,Import,246,Finland,203,Czechia,69,Ceramic products,1583006
1998,1,Import,381,Italy,579,Norway,23,"Residues, wastes of food industry, animal fodder",4633451
2017,1,Import,222,El Salvador,699,India,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",31268
2016,1,Import,804,Ukraine,0,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",186661948
2004,1,Import,642,Romania,604,Peru,16,"Preparations of meat, of fish or of crustaceans",63184
2006,2,Export,724,Spain,748,Eswatini,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",4529
2011,2,Export,204,Benin,360,Indonesia,62,"Articles of apparel and clothing accessories, not knitted or crocheted",13851
2008,1,Import,76,Brazil,446,"China, Macao SAR",62,"Articles of apparel and clothing accessories, not knitted or crocheted",111498
2009,1,Import,410,Rep. of Korea,530,Neth. Antilles,21,Miscellaneous edible preparations,19
2007,2,Export,56,Belgium,32,Argentina,72,Iron and steel,10932980
2015,2,Export,372,Ireland,554,New Zealand,35,Albuminoidal substances; modified starches; glues; enzymes,22438
2016,2,Export,784,United Arab Emirates,643,Russian Federation,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,2111
2015,2,Export,705,Slovenia,440,Lithuania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",784946
1997,1,Import,8,Albania,528,Netherlands,39,Plastics and articles thereof,82384
2014,1,Import,51,Armenia,804,Ukraine,29,Organic chemicals,8911
1994,1,Import,705,Slovenia,711,So. African Customs Union,74,Copper and articles thereof,7686
2017,2,Export,170,Colombia,222,El Salvador,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,483
1995,2,Export,58,Belgium-Luxembourg,144,Sri Lanka,50,Silk,29953
2005,2,Export,842,USA,804,Ukraine,12,Oil seeds and oleaginous fruits,3098085
1993,1,Import,300,Greece,699,India,35,"Albuminoids, modified starches, glues, enzymes",23990
2006,2,Export,56,Belgium,12,Algeria,22,"Beverages, spirits and vinegar",1131184
2011,2,Export,704,Viet Nam,860,Uzbekistan,09,"Coffee, tea, maté and spices",1680947
2007,2,Export,490,"Other Asia, nes",616,Poland,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",113595019
2015,2,Export,975,ASEAN,320,Guatemala,64,Footwear; gaiters and the like; parts of such articles,142759
2019,1,Import,703,Slovakia,842,USA,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",11345
2012,1,Import,108,Burundi,251,France,21,Miscellaneous edible preparations,73257
2014,1,Import,729,Sudan,208,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",343703
2009,1,Import,768,Togo,842,USA,29,Organic chemicals,193102
1996,2,Export,170,Colombia,188,Costa Rica,55,Manmade staple fibres,292127
2010,2,Export,699,India,422,Lebanon,62,"Articles of apparel and clothing accessories, not knitted or crocheted",2541576
2018,2,Export,842,USA,466,Mali,69,Ceramic products,9493
2010,2,Export,97,EU-28,76,Brazil,08,Edible fruit and nuts; peel of citrus fruit or melons,94865964
2005,1,Import,208,Denmark,68,Bolivia (Plurinational State of),64,"Footwear, gaiters and the like; parts of such articles",4536
2006,2,Export,124,Canada,300,Greece,40,Rubber and articles thereof,307279
1993,2,Export,842,USA,148,Chad,40,Rubber and articles thereof,27904
2012,1,Import,440,Lithuania,392,Japan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6638
2006,1,Import,268,Georgia,842,USA,08,Edible fruit and nuts; peel of citrus fruit or melons,651
2018,2,Export,704,Viet Nam,392,Japan,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,645116
2003,1,Import,670,Saint Vincent and the Grenadines,710,South Africa,17,Sugars and sugar confectionery,423
2009,2,Export,705,Slovenia,430,Liberia,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",18
2005,2,Export,862,Venezuela,76,Brazil,84,"Nuclear reactors, boilers, machinery, etc",7700369
1995,2,Export,208,Denmark,40,Austria,73,Articles of iron or steel,15853287
1990,2,Export,702,Singapore,96,Brunei Darussalam,03,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2655205
2017,2,Export,288,Ghana,842,USA,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",278723
2006,2,Export,251,France,440,Lithuania,64,"Footwear, gaiters and the like; parts of such articles",1298022
1994,2,Export,807,North Macedonia,191,Croatia,02,Meat and edible meat offal,2100005
2014,2,Export,724,Spain,484,Mexico,76,Aluminium and articles thereof,42294401
2017,2,Export,702,Singapore,757,Switzerland,76,Aluminium and articles thereof,787459
1998,1,Import,504,Morocco,36,Australia,85,"Electrical, electronic equipment",99548
2000,1,Import,28,Antigua and Barbuda,780,Trinidad and Tobago,91,Clocks and watches and parts thereof,87
2013,2,Export,208,Denmark,404,Kenya,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",6189555
2012,2,Export,233,Estonia,276,Germany,17,Sugars and sugar confectionery,158589
1993,2,Export,156,China,704,Viet Nam,54,manmade filaments,1088392
2002,2,Export,32,Argentina,699,India,70,Glass and glassware,57815
2009,1,Import,643,Russian Federation,76,Brazil,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,44446
2009,2,Export,170,Colombia,56,Belgium,41,Raw hides and skins(other than furskins) and leather,312133
2003,1,Import,716,Zimbabwe,372,Ireland,21,Miscellaneous edible preparations,404
1994,2,Export,699,India,586,Pakistan,61,"Articles of apparel, accessories, knit or crochet",268500
2002,1,Import,470,Malta,899,"Areas, nes",35,Albuminoidal substances; modified starches; glues; enzymes,9190
2017,1,Import,218,Ecuador,0,World,75,Nickel and articles thereof,951043
2003,2,Export,440,Lithuania,528,Netherlands,52,Cotton,735693
2017,2,Export,32,Argentina,558,Nicaragua,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4367
1995,2,Export,381,Italy,208,Denmark,90,"Optical, photo, technical, medical, etc apparatus",27536060
2012,1,Import,222,El Salvador,120,Cameroon,39,Plastics and articles thereof,365
2012,1,Import,768,Togo,156,China,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,52112
